indicator,county_code,county_name,year,window,month,age_group,sex,value,count,suppressed
undetermined_intent_hosp_per_100k,01,Stockholm,,2017-2021,,15_17,M,142.8,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2018-2022,,15_17,M,138.3,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2019-2023,,15_17,M,132.6,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2020-2024,,15_17,M,132.1,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2021-2025,,15_17,M,138.1,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2008-2012,,15_17,T,143.8,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2009-2013,,15_17,T,144.9,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2010-2014,,15_17,T,142.1,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2011-2015,,15_17,T,141.5,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2012-2016,,15_17,T,146.1,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2013-2017,,15_17,T,138.8,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2014-2018,,15_17,T,137.0,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2015-2019,,15_17,T,134.1,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2016-2020,,15_17,T,124.5,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2017-2021,,15_17,T,116.2,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2018-2022,,15_17,T,114.2,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2019-2023,,15_17,T,110.1,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2020-2024,,15_17,T,109.1,,False
undetermined_intent_hosp_per_100k,01,Stockholm,,2021-2025,,15_17,T,110.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2008-2012,,12_14,K,163.2,,False
self_harm_hosp_per_100k,03,Uppsala,,2009-2013,,12_14,K,141.9,,False
self_harm_hosp_per_100k,03,Uppsala,,2010-2014,,12_14,K,142.5,,False
self_harm_hosp_per_100k,03,Uppsala,,2011-2015,,12_14,K,132.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2012-2016,,12_14,K,120.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2013-2017,,12_14,K,131.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2014-2018,,12_14,K,143.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2015-2019,,12_14,K,154.3,,False
self_harm_hosp_per_100k,03,Uppsala,,2016-2020,,12_14,K,173.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2017-2021,,12_14,K,221.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2018-2022,,12_14,K,250.4,,False
self_harm_hosp_per_100k,03,Uppsala,,2019-2023,,12_14,K,273.2,,False
self_harm_hosp_per_100k,03,Uppsala,,2020-2024,,12_14,K,309.9,,False
self_harm_hosp_per_100k,03,Uppsala,,2021-2025,,12_14,K,339.4,,False
self_harm_hosp_per_100k,03,Uppsala,,2008-2012,,12_14,M,46.3,,False
self_harm_hosp_per_100k,03,Uppsala,,2009-2013,,12_14,M,40.2,,False
self_harm_hosp_per_100k,03,Uppsala,,2010-2014,,12_14,M,43.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2011-2015,,12_14,M,43.5,,False
self_harm_hosp_per_100k,03,Uppsala,,2012-2016,,12_14,M,38.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2013-2017,,12_14,M,43.3,,False
self_harm_hosp_per_100k,03,Uppsala,,2014-2018,,12_14,M,48.7,,False
self_harm_hosp_per_100k,03,Uppsala,,2015-2019,,12_14,M,37.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2016-2020,,12_14,M,42.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2017-2021,,12_14,M,44.3,,False
self_harm_hosp_per_100k,03,Uppsala,,2018-2022,,12_14,M,42.5,,False
self_harm_hosp_per_100k,03,Uppsala,,2019-2023,,12_14,M,47.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2020-2024,,12_14,M,49.4,,False
self_harm_hosp_per_100k,03,Uppsala,,2021-2025,,12_14,M,54.5,,False
self_harm_hosp_per_100k,03,Uppsala,,2008-2012,,12_14,T,102.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2009-2013,,12_14,T,89.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2010-2014,,12_14,T,91.2,,False
self_harm_hosp_per_100k,03,Uppsala,,2011-2015,,12_14,T,86.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2012-2016,,12_14,T,78.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2013-2017,,12_14,T,86.2,,False
self_harm_hosp_per_100k,03,Uppsala,,2014-2018,,12_14,T,94.9,,False
self_harm_hosp_per_100k,03,Uppsala,,2015-2019,,12_14,T,94.5,,False
self_harm_hosp_per_100k,03,Uppsala,,2016-2020,,12_14,T,106.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2017-2021,,12_14,T,130.5,,False
self_harm_hosp_per_100k,03,Uppsala,,2018-2022,,12_14,T,143.7,,False
self_harm_hosp_per_100k,03,Uppsala,,2019-2023,,12_14,T,157.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2020-2024,,12_14,T,175.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2021-2025,,12_14,T,192.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2008-2012,,15_17,K,592.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2009-2013,,15_17,K,543.2,,False
self_harm_hosp_per_100k,03,Uppsala,,2010-2014,,15_17,K,505.4,,False
self_harm_hosp_per_100k,03,Uppsala,,2011-2015,,15_17,K,496.7,,False
self_harm_hosp_per_100k,03,Uppsala,,2012-2016,,15_17,K,495.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2013-2017,,15_17,K,519.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2014-2018,,15_17,K,543.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2015-2019,,15_17,K,560.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2016-2020,,15_17,K,587.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2017-2021,,15_17,K,612.3,,False
self_harm_hosp_per_100k,03,Uppsala,,2018-2022,,15_17,K,672.5,,False
self_harm_hosp_per_100k,03,Uppsala,,2019-2023,,15_17,K,667.4,,False
self_harm_hosp_per_100k,03,Uppsala,,2020-2024,,15_17,K,687.9,,False
self_harm_hosp_per_100k,03,Uppsala,,2021-2025,,15_17,K,705.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2008-2012,,15_17,M,143.8,,False
self_harm_hosp_per_100k,03,Uppsala,,2009-2013,,15_17,M,133.4,,False
self_harm_hosp_per_100k,03,Uppsala,,2010-2014,,15_17,M,120.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2011-2015,,15_17,M,127.4,,False
self_harm_hosp_per_100k,03,Uppsala,,2012-2016,,15_17,M,136.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2013-2017,,15_17,M,160.5,,False
self_harm_hosp_per_100k,03,Uppsala,,2014-2018,,15_17,M,147.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2015-2019,,15_17,M,146.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2016-2020,,15_17,M,154.3,,False
self_harm_hosp_per_100k,03,Uppsala,,2017-2021,,15_17,M,138.2,,False
self_harm_hosp_per_100k,03,Uppsala,,2018-2022,,15_17,M,113.5,,False
self_harm_hosp_per_100k,03,Uppsala,,2019-2023,,15_17,M,110.9,,False
self_harm_hosp_per_100k,03,Uppsala,,2020-2024,,15_17,M,103.4,,False
self_harm_hosp_per_100k,03,Uppsala,,2021-2025,,15_17,M,104.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2008-2012,,15_17,T,361.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2009-2013,,15_17,T,331.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2010-2014,,15_17,T,305.3,,False
self_harm_hosp_per_100k,03,Uppsala,,2011-2015,,15_17,T,304.4,,False
self_harm_hosp_per_100k,03,Uppsala,,2012-2016,,15_17,T,307.7,,False
self_harm_hosp_per_100k,03,Uppsala,,2013-2017,,15_17,T,331.3,,False
self_harm_hosp_per_100k,03,Uppsala,,2014-2018,,15_17,T,336.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2015-2019,,15_17,T,343.7,,False
self_harm_hosp_per_100k,03,Uppsala,,2016-2020,,15_17,T,362.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2017-2021,,15_17,T,367.3,,False
self_harm_hosp_per_100k,03,Uppsala,,2018-2022,,15_17,T,385.1,,False
self_harm_hosp_per_100k,03,Uppsala,,2019-2023,,15_17,T,382.0,,False
self_harm_hosp_per_100k,03,Uppsala,,2020-2024,,15_17,T,388.6,,False
self_harm_hosp_per_100k,03,Uppsala,,2021-2025,,15_17,T,396.8,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2008-2012,,12_14,K,259.2,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2009-2013,,12_14,K,210.9,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2010-2014,,12_14,K,226.9,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2011-2015,,12_14,K,231.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2012-2016,,12_14,K,176.6,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2013-2017,,12_14,K,122.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2014-2018,,12_14,K,117.3,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2015-2019,,12_14,K,90.7,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2016-2020,,12_14,K,66.4,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2017-2021,,12_14,K,67.9,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2018-2022,,12_14,K,104.4,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2019-2023,,12_14,K,116.9,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2020-2024,,12_14,K,124.2,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2021-2025,,12_14,K,135.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2008-2012,,12_14,M,219.8,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2009-2013,,12_14,M,205.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2010-2014,,12_14,M,208.9,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2011-2015,,12_14,M,213.1,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2012-2016,,12_14,M,159.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2013-2017,,12_14,M,138.6,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2014-2018,,12_14,M,119.2,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2015-2019,,12_14,M,107.4,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2016-2020,,12_14,M,72.6,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2017-2021,,12_14,M,80.1,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2018-2022,,12_14,M,83.7,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2019-2023,,12_14,M,92.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2020-2024,,12_14,M,81.8,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2021-2025,,12_14,M,106.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2008-2012,,12_14,T,238.8,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2009-2013,,12_14,T,207.7,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2010-2014,,12_14,T,217.4,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2011-2015,,12_14,T,221.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2012-2016,,12_14,T,167.6,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2013-2017,,12_14,T,130.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2014-2018,,12_14,T,118.2,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2015-2019,,12_14,T,99.2,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2016-2020,,12_14,T,69.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2017-2021,,12_14,T,74.1,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2018-2022,,12_14,T,93.7,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2019-2023,,12_14,T,104.3,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2020-2024,,12_14,T,102.3,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2021-2025,,12_14,T,120.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2008-2012,,15_17,K,171.1,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2009-2013,,15_17,K,164.3,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2010-2014,,15_17,K,150.3,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2011-2015,,15_17,K,150.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2012-2016,,15_17,K,117.4,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2013-2017,,15_17,K,76.8,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2014-2018,,15_17,K,77.6,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2015-2019,,15_17,K,67.8,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2016-2020,,15_17,K,67.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2017-2021,,15_17,K,74.7,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2018-2022,,15_17,K,109.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2019-2023,,15_17,K,141.1,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2020-2024,,15_17,K,174.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2021-2025,,15_17,K,192.6,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2008-2012,,15_17,M,107.1,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2009-2013,,15_17,M,112.4,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2010-2014,,15_17,M,126.7,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2011-2015,,15_17,M,133.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2012-2016,,15_17,M,122.4,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2013-2017,,15_17,M,118.2,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2014-2018,,15_17,M,127.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2015-2019,,15_17,M,119.8,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2016-2020,,15_17,M,116.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2017-2021,,15_17,M,118.9,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2018-2022,,15_17,M,140.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2019-2023,,15_17,M,127.3,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2020-2024,,15_17,M,136.1,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2021-2025,,15_17,M,168.2,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2008-2012,,15_17,T,138.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2009-2013,,15_17,T,137.4,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2010-2014,,15_17,T,138.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2011-2015,,15_17,T,141.6,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2012-2016,,15_17,T,120.1,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2013-2017,,15_17,T,98.5,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2014-2018,,15_17,T,103.7,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2015-2019,,15_17,T,95.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2016-2020,,15_17,T,92.6,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2017-2021,,15_17,T,97.7,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2018-2022,,15_17,T,125.3,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2019-2023,,15_17,T,134.0,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2020-2024,,15_17,T,154.7,,False
undetermined_intent_hosp_per_100k,03,Uppsala,,2021-2025,,15_17,T,180.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2008-2012,,12_14,K,118.6,,False
self_harm_hosp_per_100k,04,Södermanland,,2009-2013,,12_14,K,127.7,,False
self_harm_hosp_per_100k,04,Södermanland,,2010-2014,,12_14,K,118.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2011-2015,,12_14,K,101.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2012-2016,,12_14,K,112.3,,False
self_harm_hosp_per_100k,04,Södermanland,,2013-2017,,12_14,K,132.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2014-2018,,12_14,K,161.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2015-2019,,12_14,K,190.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2016-2020,,12_14,K,227.7,,False
self_harm_hosp_per_100k,04,Södermanland,,2017-2021,,12_14,K,243.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2018-2022,,12_14,K,255.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2019-2023,,12_14,K,302.9,,False
self_harm_hosp_per_100k,04,Södermanland,,2020-2024,,12_14,K,343.7,,False
self_harm_hosp_per_100k,04,Södermanland,,2021-2025,,12_14,K,370.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2008-2012,,12_14,M,42.9,,False
self_harm_hosp_per_100k,04,Södermanland,,2014-2018,,12_14,M,34.3,,False
self_harm_hosp_per_100k,04,Södermanland,,2015-2019,,12_14,M,36.6,,False
self_harm_hosp_per_100k,04,Södermanland,,2016-2020,,12_14,M,36.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2017-2021,,12_14,M,35.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2018-2022,,12_14,M,31.6,,False
self_harm_hosp_per_100k,04,Södermanland,,2019-2023,,12_14,M,31.4,,False
self_harm_hosp_per_100k,04,Södermanland,,2008-2012,,12_14,T,79.9,,False
self_harm_hosp_per_100k,04,Södermanland,,2009-2013,,12_14,T,78.2,,False
self_harm_hosp_per_100k,04,Södermanland,,2010-2014,,12_14,T,73.5,,False
self_harm_hosp_per_100k,04,Södermanland,,2011-2015,,12_14,T,65.2,,False
self_harm_hosp_per_100k,04,Södermanland,,2012-2016,,12_14,T,65.2,,False
self_harm_hosp_per_100k,04,Södermanland,,2013-2017,,12_14,T,78.3,,False
self_harm_hosp_per_100k,04,Södermanland,,2014-2018,,12_14,T,95.9,,False
self_harm_hosp_per_100k,04,Södermanland,,2015-2019,,12_14,T,111.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2016-2020,,12_14,T,129.2,,False
self_harm_hosp_per_100k,04,Södermanland,,2017-2021,,12_14,T,137.0,,False
self_harm_hosp_per_100k,04,Södermanland,,2018-2022,,12_14,T,140.5,,False
self_harm_hosp_per_100k,04,Södermanland,,2019-2023,,12_14,T,163.0,,False
self_harm_hosp_per_100k,04,Södermanland,,2020-2024,,12_14,T,176.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2021-2025,,12_14,T,198.4,,False
self_harm_hosp_per_100k,04,Södermanland,,2008-2012,,15_17,K,455.0,,False
self_harm_hosp_per_100k,04,Södermanland,,2009-2013,,15_17,K,431.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2010-2014,,15_17,K,466.7,,False
self_harm_hosp_per_100k,04,Södermanland,,2011-2015,,15_17,K,512.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2012-2016,,15_17,K,537.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2013-2017,,15_17,K,577.6,,False
self_harm_hosp_per_100k,04,Södermanland,,2014-2018,,15_17,K,636.6,,False
self_harm_hosp_per_100k,04,Södermanland,,2015-2019,,15_17,K,644.9,,False
self_harm_hosp_per_100k,04,Södermanland,,2016-2020,,15_17,K,627.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2017-2021,,15_17,K,585.7,,False
self_harm_hosp_per_100k,04,Södermanland,,2018-2022,,15_17,K,615.5,,False
self_harm_hosp_per_100k,04,Södermanland,,2019-2023,,15_17,K,652.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2020-2024,,15_17,K,723.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2021-2025,,15_17,K,810.0,,False
self_harm_hosp_per_100k,04,Södermanland,,2008-2012,,15_17,M,201.3,,False
self_harm_hosp_per_100k,04,Södermanland,,2009-2013,,15_17,M,174.5,,False
self_harm_hosp_per_100k,04,Södermanland,,2010-2014,,15_17,M,163.9,,False
self_harm_hosp_per_100k,04,Södermanland,,2011-2015,,15_17,M,166.7,,False
self_harm_hosp_per_100k,04,Södermanland,,2012-2016,,15_17,M,175.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2013-2017,,15_17,M,125.6,,False
self_harm_hosp_per_100k,04,Södermanland,,2014-2018,,15_17,M,134.9,,False
self_harm_hosp_per_100k,04,Södermanland,,2015-2019,,15_17,M,149.5,,False
self_harm_hosp_per_100k,04,Södermanland,,2016-2020,,15_17,M,156.3,,False
self_harm_hosp_per_100k,04,Södermanland,,2017-2021,,15_17,M,123.3,,False
self_harm_hosp_per_100k,04,Södermanland,,2018-2022,,15_17,M,124.7,,False
self_harm_hosp_per_100k,04,Södermanland,,2019-2023,,15_17,M,133.4,,False
self_harm_hosp_per_100k,04,Södermanland,,2020-2024,,15_17,M,122.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2021-2025,,15_17,M,128.5,,False
self_harm_hosp_per_100k,04,Södermanland,,2008-2012,,15_17,T,325.5,,False
self_harm_hosp_per_100k,04,Södermanland,,2009-2013,,15_17,T,300.4,,False
self_harm_hosp_per_100k,04,Södermanland,,2010-2014,,15_17,T,311.7,,False
self_harm_hosp_per_100k,04,Södermanland,,2011-2015,,15_17,T,335.0,,False
self_harm_hosp_per_100k,04,Södermanland,,2012-2016,,15_17,T,351.8,,False
self_harm_hosp_per_100k,04,Södermanland,,2013-2017,,15_17,T,345.2,,False
self_harm_hosp_per_100k,04,Södermanland,,2014-2018,,15_17,T,378.5,,False
self_harm_hosp_per_100k,04,Södermanland,,2015-2019,,15_17,T,388.9,,False
self_harm_hosp_per_100k,04,Södermanland,,2016-2020,,15_17,T,383.5,,False
self_harm_hosp_per_100k,04,Södermanland,,2017-2021,,15_17,T,345.6,,False
self_harm_hosp_per_100k,04,Södermanland,,2018-2022,,15_17,T,362.0,,False
self_harm_hosp_per_100k,04,Södermanland,,2019-2023,,15_17,T,384.7,,False
self_harm_hosp_per_100k,04,Södermanland,,2020-2024,,15_17,T,414.1,,False
self_harm_hosp_per_100k,04,Södermanland,,2021-2025,,15_17,T,459.3,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2008-2012,,12_14,K,58.7,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2009-2013,,12_14,K,68.1,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2010-2014,,12_14,K,54.5,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2011-2015,,12_14,K,54.1,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2012-2016,,12_14,K,39.4,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2013-2017,,12_14,K,38.7,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2014-2018,,12_14,K,28.6,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2020-2024,,12_14,K,122.5,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2021-2025,,12_14,K,133.7,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2008-2012,,12_14,M,64.5,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2009-2013,,12_14,M,56.8,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2020-2024,,12_14,M,103.1,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2021-2025,,12_14,M,106.5,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2008-2012,,12_14,T,61.7,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2009-2013,,12_14,T,62.4,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2010-2014,,12_14,T,47.1,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2011-2015,,12_14,T,40.1,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2012-2016,,12_14,T,34.4,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2013-2017,,12_14,T,25.0,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2014-2018,,12_14,T,23.3,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2020-2024,,12_14,T,112.4,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2021-2025,,12_14,T,119.6,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2008-2012,,15_17,K,79.6,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2009-2013,,15_17,K,61.2,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2008-2012,,15_17,M,84.9,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2009-2013,,15_17,M,55.6,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2015-2019,,15_17,M,68.1,,False
undetermined_intent_hosp_per_100k,04,Södermanland,,2016-2020,,15_17,M,73.3,,False
